id,title,uri,filename
72965,Untargeted lipidomics analysis for Golgi immunopurification (Golgi-IP),untargeted-lipidomics-analysis-for-golgi-immunopur-cjhduj26,72965.json
72966,Golgi immunopurification (Golgi-IP) for subcellular metabolite profiling,golgi-immunopurification-golgi-ip-for-subcellular-cjheuj3e,72966.json
73971,UPitt TriState SenNet TMC Human lung single cell suspension (test run),upitt-tristate-sennet-tmc-human-lung-single-cell-s-ckgtutwn,73971.json
74080,Degranulation and cytokine production (functional assay),degranulation-and-cytokine-production-functional-a-ckj8uurw,74080.json
74738,Recombinant protein expression and purification of fuGFP,recombinant-protein-expression-and-purification-of-ck8suzwe,74738.json
74740,Plasma protein expression pattern in congenital analbuminemia – systematic review protocol,plasma-protein-expression-pattern-in-congenital-an-ck8uuzww,74740.json
75491,Immunoprecipitation from transfected cells,immunoprecipitation-from-transfected-cells-cmybu7sn,75491.json
76523,Immunoprecipitation (IP),immunoprecipitation-ip-cnyjvfun,76523.json
76660,Purification of 10xHis-SuperTEV,purification-of-10xhis-supertev-cn4uvgww,76660.json
77391,Split Luciferase Binding Assay (SLBA) Protocol,split-luciferase-binding-assay-slba-protocol-cptpvnmn,77391.json
77454,Effective and efficient cytoskeleton (actin and microtubules) fluorescence staining of adherent eukaryotic cells,effective-and-efficient-cytoskeleton-actin-and-mic-cpvnvn5e,77454.json
77846,"Automation, live-cell imaging, and endpoint cell viability for 96-well plate drug screens",automation-live-cell-imaging-and-endpoint-cell-via-cp9wvr7e,77846.json
78253,Efficient third generation lentiviral particle production,efficient-third-generation-lentiviral-particle-pro-cqnmvvc6,78253.json
7900,DNA extraction from diatoms,dna-extraction-from-diatoms-jx4cpqw,7900.json
7901,DNA Extraction from Filters using QIAgen DNeasy and QIAshredder,dna-extraction-from-filters-using-qiagen-dneasy-an-jx5cpq6,7901.json
79058,SOP25v2_TGD_Immunoprecipitation,sop25v2-tgd-immunoprecipitation-crfsv3ne,79058.json
79067,Single-cell dissociation of Drosophila melanogaster pupal tarsi,single-cell-dissociation-of-drosophila-melanogaste-crf3v3qn,79067.json
7923,Genomic DNA extraction from the pennate diatom Asterionella formosa optimised for next generation sequencing.,genomic-dna-extraction-from-the-pennate-diatom-ast-jytcpwn,7923.json
79364,Confocal microscopy of intracellular components within NK cells,confocal-microscopy-of-intracellular-components-wi-crrcv52w,79364.json
7965,DNA Extraction Protocol for Cockroach Gut Microbiota (Adapted from Omega Bio-Tek's E.Z.N.A. Bacterial DNA Kit),dna-extraction-protocol-for-cockroach-gut-microbio-jz5cp86,7965.json
79775,Gcase co-immunoprecipitation,gcase-co-immunoprecipitation-cr57v89n,79775.json
79780,Gcase co-immunoprecipitation,gcase-co-immunoprecipitation-cr6cv9aw,79780.json
79867,Flag co-immunoprecipitation,flag-co-immunoprecipitation-cr83v9yn,79867.json
79871,Endogenous coimmunoprecipitation,endogenous-coimmunoprecipitation-cr87v9zn,79871.json
79952,Autofluorescence Microscopy Data Acquisition,autofluorescence-microscopy-data-acquisition-csbqwamw,79952.json
80147,Cell viability assessment,cell-viability-assessment-cshtwb6n,80147.json
8134,gDNA Extraction of Eucalypts pauciflora for full genome sequencing,gdna-extraction-of-eucalypts-pauciflora-for-full-g-j7ecrje,8134.json
81447,GFP Immunoprecipitation and Sample Preparation for Tandem Mass Tag (TMT) Mass Spectrometry Analysis,gfp-immunoprecipitation-and-sample-preparation-for-ctsfwnbn,81447.json
82959,Co-immunoprecipitation protocol to study LRRK2 binding to Rab12 in a cell-based assay,co-immunoprecipitation-protocol-to-study-lrrk2-bin-cu9pwz5n,82959.json
83026,How to Measure the Illumination Overhead (IO) of a Fluorescence Microscope,how-to-measure-the-illumination-overhead-io-of-a-f-cvbsw2ne,83026.json
84128,Immunoprecipitation of NAP1-GFP,immunoprecipitation-of-nap1-gfp-cwd8xa9w,84128.json
8460,High molecular weight gDNA extraction after Mayjonade et al. optimised for eucalyptus for nanopore sequencing,high-molecular-weight-gdna-extraction-after-mayjon-khkct4w,8460.json
84603,Nuclei Isolation and Immunoprecipitation for 10X Sequencing,nuclei-isolation-and-immunoprecipitation-for-10x-s-cwu3xeyn,84603.json
84802,LRRK1 expression and purification,lrrk1-expression-and-purification-cw3axgie,84802.json
85227,Miniaturized and Automatized Whole-Genome Amplification of SARS-CoV 2 Virus using Illumina CovidSeq reagents for Next-Generation Sequencing V.1,miniaturized-and-automatized-whole-genome-amplific-cxgjxjun,85227.json
85308,HEK293 cell culture for co-immunoprecipitation experiments,hek293-cell-culture-for-co-immunoprecipitation-exp-cxi4xkgw,85308.json
85310,Co-immunoprecipitation using GFP-trap,co-immunoprecipitation-using-gfp-trap-cxi6xkhe,85310.json
85502,Co-culture leukemia high-content image analysis using supervised machine learning,co-culture-leukemia-high-content-image-analysis-us-cxq6xmze,85502.json
8560,A non-destructive enzymatic method to extract DNA from a single arthropod specimen,a-non-destructive-enzymatic-method-to-extract-dna-kkqcuvw,8560.json
85658,Immunohistochemistry (using floating section),immunohistochemistry-using-floating-section-cxv2xn8e,85658.json
858,DNA Extraction Protocol,DNA-Extraction-Protocol-c32yqd,858.json
85899,Co-immunoprecipitation,co-immunoprecipitation-cx5jxq4n,85899.json
85929,mCherry-YIPF4 Immunoprecipitation V2,mcherry-yipf4-immunoprecipitation-v2-cx6hxrb6,85929.json
85933,GFP-YIPF3 Immunoprecipitation V2,gfp-yipf3-immunoprecipitation-v2-cx6mxrc6,85933.json
86293,Immunostaining Mouse Brain Tissue or Neuronal Cultures,immunostaining-mouse-brain-tissue-or-neuronal-cult-cyhvxt66,86293.json
86297,Immunohistochemistry of Human Brain Striatum:  ciliation of cholinergic neurons and astrocytes,immunohistochemistry-of-human-brain-striatum-cilia-cyhzxt76,86297.json
8631,DNA extraction of Nephila clavipes using the Wizard Genomic DNA Purification kit (Promega),dna-extraction-of-nephila-clavipes-using-the-wizar-knxcvfn,8631.json
86865,Sanger Tree of Life HMW DNA Extraction: Plant Organic HMW gDNA Extraction (POE),sanger-tree-of-life-hmw-dna-extraction-plant-organ-cy3rxym6,86865.json
87010,FLIM-FRET analyses with mCitrine-mScarlet-I transiently expressed in N. benthamiana,flim-fret-analyses-with-mcitrine-mscarlet-i-transi-cy8axzse,87010.json
87113,FLIM-FRET analyses with mCitrine / mScarlet-I -tagged chitin receptors stably expressed in A. thaliana,flim-fret-analyses-with-mcitrine-mscarlet-i-tagged-czbhx2j6,87113.json
87461,Quantitative Immunoblotting Analysis of LRRK2 Signalling Pathway,quantitative-immunoblotting-analysis-of-lrrk2-sign-czndx5a6,87461.json
87586,Multiplex Cyclical Immunofluorescence on Fresh Frozen Tissue-V3,multiplex-cyclical-immunofluorescence-on-fresh-fro-czsax6ae,87586.json
87743,DeRisi Lab Phage Immunoprecipitation Sequencing (PhIP-Seq),derisi-lab-phage-immunoprecipitation-sequencing-ph-czw7x7hn,87743.json
87747,Total Starch Enzymatic Digestion,total-starch-enzymatic-digestion-czxbx7in,87747.json
87963,"Expression and Purification of SARS-CoV-2 Main Protease (Nonstructural Protein 5, NSP5)",expression-and-purification-of-sars-cov-2-main-pro-cz53x88n,87963.json
87964,Human Brain Collection and Cryopreservation,human-brain-collection-and-cryopreservation-cz54x88w,87964.json
88006,Acetylation of lysines on affinity-purification matrices to reduce co-digestion of bead-bound ligands,acetylation-of-lysines-on-affinity-purification-ma-cz7ex9je,88006.json
88114,Generation of induced neurons from human induced pluripotent stem cells.,generation-of-induced-neurons-from-human-induced-p-c2asyaee,88114.json
8813,Western blot analysis,western-blot-analysis-kumcwu6,8813.json
88499,A live-cell platform to isolate phenotypically defined subpopulations for spatial multi-omic profiling,a-live-cell-platform-to-isolate-phenotypically-def-c2ntyden,88499.json
88537,Biochemistry and Molecular Biology,biochemistry-and-molecular-biology-c2pzydp6,88537.json
88695,Light Sheet Fluorescence Microscopy of Human Kidney Using Active Clearing with the SHIELD Reagent,light-sheet-fluorescence-microscopy-of-human-kidne-c2uxyexn,88695.json
88785,Fluorescence-activated nuclei sorting (FANS) on human post-mortem cortex tissue enabling the isolation of distinct neural cell populations for multiple omic profiling,fluorescence-activated-nuclei-sorting-fans-on-huma-c2xryfm6,88785.json
89228,Ex vivo Ca2+ 2PLSM measurements with genetically encoded probes,ex-vivo-ca2-2plsm-measurements-with-genetically-en-c3dkyi4w,89228.json
89229,Ex vivo ATP/ADP measurements,ex-vivo-atp-adp-measurements-c3dmyi46,89229.json
89254,Preparation of tissue for Ribo-Tag/RNAseq analysis,preparation-of-tissue-for-ribo-tag-rnaseq-analysis-c3eeyjbe,89254.json
89677,Cell Viability Assay (MTT Assay) Protocol,cell-viability-assay-mtt-assay-protocol-c3tmynk6,89677.json
89870,Introducing GolgiTAG to Cells and Immunoprecipitation of Golgi,introducing-golgitag-to-cells-and-immunoprecipitat-c3znyp5e,89870.json
89972,Immobilizing cells for live imaging,immobilizing-cells-for-live-imaging-c34uyqww,89972.json
90497,Analysis of nuclei integrity in cultured induced neurons by fluorescence microscopy,analysis-of-nuclei-integrity-in-cultured-induced-n-c4k9yuz6,90497.json
90818,Immunoprecipitations and Western blots analysis,immunoprecipitations-and-western-blots-analysis-c4xayxie,90818.json
9112,Western Blot Protocol,western-blot-protocol-k5ycy7w,9112.json
9136,"High quality DNA from Fungi for long read sequencing e.g. PacBio, Nanopore MinION",high-quality-dna-from-fungi-for-long-read-sequenci-k6qczdw,9136.json
9138,Quantitative Western Blot Analysis with Replicate Samples,quantitative-western-blot-analysis-with-replicate-k6sczee,9138.json
91748,"pHluorin assays, analysis, and fluorescence microscopy",phluorin-assays-analysis-and-fluorescence-microsco-c5ucy6sw,91748.json
91869,A universal protocol for high-quality DNA and RNA isolation from diverse plant species,a-universal-protocol-for-high-quality-dna-and-rna-c5x5y7q6,91869.json
91876,Arabidopsis-Microbe interaction seed treatment,arabidopsis-microbe-interaction-seed-treatment-c5ycy7sw,91876.json
91988,Immunofluorescent labelling of paraffin brain tissue sections,immunofluorescent-labelling-of-paraffin-brain-tiss-c53uy8nw,91988.json
92013,Modified Arabidopsis Root smRNA FISH Protocol,modified-arabidopsis-root-smrna-fish-protocol-c54my8u6,92013.json
93030,Hutu80 and NCI h716 treatment with SCFAs and α synuclein Western Blotting,hutu80-and-nci-h716-treatment-with-scfas-and-synuc-c64ezgte,93030.json
93039,"Purification of rat NLRP1, rat DPP9, and rat NLRP1-DPP9 complex from Sf9 Cells for structural and biochemical studies",purification-of-rat-nlrp1-rat-dpp9-and-rat-nlrp1-d-c64pzgvn,93039.json
93146,Imaging single SYTOX Orange molecules on a PLL-coated cover glass,imaging-single-sytox-orange-molecules-on-a-pll-coa-c672zhqe,93146.json
93171,Imaging single AF647 molecules immobilised in PVA on a cover glass,imaging-single-af647-molecules-immobilised-in-pva-c68tzhwn,93171.json
93187,TAB-PAINT imaging of alpha-synuclein fibrils using Nile Red,tab-paint-imaging-of-alpha-synuclein-fibrils-using-c69bzh2n,93187.json
93738,Immunostaining,immunostaining-c7siznce,93738.json
93745,Single-Molecule Antibody Slides For Fluorescence Microscopy,single-molecule-antibody-slides-for-fluorescence-m-c7srznd6,93745.json
93785,Ubiquitin immunoprecipitation using an anti-ubiquitin nanobody,ubiquitin-immunoprecipitation-using-an-anti-ubiqui-c7tzznp6,93785.json
94391,Parallel rapid expression and purification of proteins for crystallography (PREPX): large scale 1 L cultures,parallel-rapid-expression-and-purification-of-prot-c8exztfn,94391.json
94427,Plant RNA purification using TRIzol (TRI reagent),plant-rna-purification-using-trizol-tri-reagent-c8f3ztqn,94427.json
94529,CHIP-reCHIP Protocol for Mapping Bivalent Chromatin,chip-rechip-protocol-for-mapping-bivalent-chromati-c8i9zuh6,94529.json
94624,Sinai SCENT TMC - Olink NPX manager for Olink Data Analysis,sinai-scent-tmc-olink-npx-manager-for-olink-data-a-c8m8zu9w,94624.json
94683,"Cloning, Protein Expression, and Purification of 20S CPs and  Assembly Intermediates",cloning-protein-expression-and-purification-of-20s-c8p3zvqn,94683.json
94824,Wholemount immunolabeling and stereological quantification of autophagosomes in Arabidopsis thaliana root epidermal cells,wholemount-immunolabeling-and-stereological-quanti-c8ugzwtw,94824.json
94883,Parallel rapid expression and purification of proteins for crystallography (PREPX): 48x 100 mL cultures,parallel-rapid-expression-and-purification-of-prot-c8wbzxan,94883.json
9491,SDS PAGE & Western Blot for Membrane proteins,sds-page-western-blot-for-membrane-proteins-mhtc36n,9491.json
94913,Combinatorial selective ER-phagy remodels the ER during neurogenesis,combinatorial-selective-er-phagy-remodels-the-er-d-c8w9zxh6,94913.json
94969,Metaphase_spread_and_DNA_FISH_cell_lines,metaphase-spread-and-dna-fish-cell-lines-c8yzzxx6,94969.json
95163,Flowcytometry analysis of lysosomal pulldown with anti-TMEM192 magnetic beads from PBMCs,flowcytometry-analysis-of-lysosomal-pulldown-with-c863zzgn,95163.json
95179,Coupling of TMEM192 antibody to MyOne™ Epoxy Dynabeads™,coupling-of-tmem192-antibody-to-myone-epoxy-dynabe-c87jzzkn,95179.json
95330,Generation of stable LysoTag expressing cell lines and LysoTag immunoprecipitation of lysosomes,generation-of-stable-lysotag-expressing-cell-lines-c9caz2se,95330.json
95360,Human and mouse alpha-synuclein protein expression and purification,human-and-mouse-alpha-synuclein-protein-expression-c9c8z2zw,95360.json
9538,Western Blot to Evaluate Infection Level Incurred by ECMO (Pilot Study),western-blot-to-evaluate-infection-level-incurred-mjac4ie,9538.json
95581,Lysosome analysis with confocal microscopy_V2,lysosome-analysis-with-confocal-microscopy-v2-c9j5z4q6,95581.json
95614,Lysosome analysis with confocal microscopy,lysosome-analysis-with-confocal-microscopy-c9k6z4ze,95614.json
95879,Immunoprecipitation for Flag-tagged proteins,immunoprecipitation-for-flag-tagged-proteins-c9vfz63n,95879.json
9593,WB running buffer (1L of 10X),wb-running-buffer-1l-of-10x-mkzc4x6,9593.json
960,"CsCl purified phage lysate, Proteinase K, SDS",CsCl-purified-phage-lysate-Proteinase-K-SDS-c68zhv,960.json
965,Cesium Chloride Gradients,Cesium-Chloride-Gradients-c7dzi5,965.json
96954,"Endosomal, lysosomal, mitochondrial, or Golgi immunoprecipitation for quantitative proteomics",endosomal-lysosomal-mitochondrial-or-golgi-immunop-daw22fge,96954.json
97696,Purification of Lactococcus lactis OpuA and reconstitution in MSP nanodiscs,purification-of-lactococcus-lactis-opua-and-recons-dbm82k9w,97696.json
97980,Preparing fixed cells for immunofluorescence,preparing-fixed-cells-for-immunofluorescence-dbw42pgw,97980.json
97990,Hematoxylin and Eosin (H&E) Staining of Tissues following Multiplexed Imaging on Phenocycler-Fusion,hematoxylin-and-eosin-h-amp-e-staining-of-tissues-dbxe2pje,97990.json
98089,Hornwort (Anthoceros agrestis) biolistics-mediated transformation protocol,hornwort-anthoceros-agrestis-biolistics-mediated-t-db2h2qb6,98089.json
98242,Light Sheet Fluorescence Microscopy of Human Kidney Using Clearing with CUBIC,light-sheet-fluorescence-microscopy-of-human-kidne-db7a2rie,98242.json
98529,Carrier-assisted One-pot Sample Preparation for Targeted Proteomics Analysis of Small Numbers of Human Cells,carrier-assisted-one-pot-sample-preparation-for-ta-dcf92tr6,98529.json
98600,"Protocol for quantification of bone indices, calcein labels, and nerve axon density in multi-channel confocal images",protocol-for-quantification-of-bone-indices-calcei-dcig2ubw,98600.json
98783,Master_Setup and Operation of Single Use (SUB) Bubble Column Reactors (BCR): Litre-Scale Expression of Recombinant Proteins for Structural Biology and Drug Design (SBDD).,master-setup-and-operation-of-single-use-sub-bubbl-dcp72vrn,98783.json
98877,CUT&RUN abbreviated protocol,cut-amp-run-abbreviated-protocol-dcs52wg6,98877.json
99861,"Western blot - TBK1 (Cell Signaling, #51872S) protein expression",western-blot-tbk1-cell-signaling-51872s-protein-ex-ddrv2566,99861.json
99862,"Western blot - ERK1 (Santa Cruz Biotechnology Inc., #sc-271269) protein expression",western-blot-erk1-santa-cruz-biotechnology-inc-sc-ddrw257e,99862.json
99863,"Total protein quantification (BioRad, #5000006) for protein expression and cycloheximide assay",total-protein-quantification-biorad-5000006-for-pr-ddrx257n,99863.json
99864,"COS-1 cell seeding, transfection, and lysis for protein expression assay",cos-1-cell-seeding-transfection-and-lysis-for-prot-ddry257w,99864.json
99869,"Western blot - EGFP (Invitrogen, #A10262) protein expression",western-blot-egfp-invitrogen-a10262-protein-expres-ddr52586,99869.json
99955,Quick protocol for protein extraction from adherent fish-derived fibroblasts,quick-protocol-for-protein-extraction-from-adheren-ddut26wn,99955.json
99982,Preparation of acid-washed glass coverslips for immunofluorescence microscopy,preparation-of-acid-washed-glass-coverslips-for-im-ddvn265e,99982.json
